base_name_en,weapon_type,type,item1_name,item1_qty,item2_name,item2_qty,item3_name,item3_qty,item4_name,item4_qty
Xeno Raqs,dual-blades,Upgrade,Xeno'jiiva Claw,4,Xeno'jiiva Shell,6,Xeno'jiiva Tail,2,Xeno'jiiva Gem,1
Wrath & Rancor,dual-blades,Create,Deviljho Scale,6,Deviljho Talon,2,Deviljho Tallfang,3,Deviljho Saliva,2
Wrathful Predation,dual-blades,Upgrade,Elder Dragon Blood,5,Deviljho Scalp,2,Deviljho Tallfang,5,Deviljho Gem,1
Consummate Pair,dual-blades,Upgrade,Vile Fang,3,Deviljho Ripper,2,Black Blood,3,Deviljho Crook,1
Empress Daggers,dual-blades,Create,Lunastra Scale+,4,Lunastra Horn,3,Lunastra Mane,3,Lunastra Gem,1
"Empress Daggers ""Blaze""",dual-blades,Upgrade,Research Commission Ticket,1,Lunastra Horn,2,Teostra Horn+,3,Bazelgeuse Gem,1
"Soulfire Fangs ""Blaze""",dual-blades,Upgrade,Lunastra Shard,4,Lunastra Hardhorn,4,Lunastra Mane+,4,Large Elder Dragon Gem,1
"Empress Daggers ""Ruin""",dual-blades,Upgrade,Research Commission Ticket,1,Lunastra Wing,3,Nergigante Horn+,3,Nergigante Gem,1
"Soulfire Fangs ""Ruin""",dual-blades,Upgrade,Lunastra Shard,4,Annihilating Greathorn,3,Eternal Regrowth Plate,3,Large Elder Dragon Gem,1
"Empress Daggers ""Styx""",dual-blades,Upgrade,Research Commission Ticket,1,Lunastra Tail,2,Xeno'jiiva Horn,3,Xeno'jiiva Gem,1
"Soulfire Fangs ""Styx""",dual-blades,Upgrade,Lunastra Shard,4,Lunastra Lash,2,Elder Spiritvein Bone,5,Large Elder Dragon Gem,1
Downy Crake Brooms,dual-blades,Create,Downy Crake Ticket,1,Paolumu Pelt,3,Sturdy Bone,5,Sleep Sac,2
Downy Crake Love,dual-blades,Upgrade,Downy Crake Ticket,2,Paolumu Pelt+,3,Coma Sac,3,High Commendation,1
Downy Paradise,dual-blades,Upgrade,Research Commission Ticket+,2,Paolumu Thickfur,3,Torpor Sac,4,Conqueror's Seal,1
Zireael,dual-blades,Create,Ancient Leshen Skull,1,Ancient Leshen Claw,8,Ancient Leshen Antlers,3,Novacrystal,2
Zireael+,dual-blades,Upgrade,Unity Symbol,1,Leshen Skull,1,Namielle Hardclaw,2,Purecrystal,2
Suzuka Takamaru,dual-blades,Create,Rajang Hardhorn,1,Rajang Hardclaw,1,Rajang Hardfang,2,Rajang Wildpelt,2
Suzuka Otakemaru,dual-blades,Upgrade,Tempered Glimmerpelt,3,Rajang Hardhorn,3,Rajang Hardfang,7,Gold Rajang Pelt+,3
Demonlord Hellfists,dual-blades,Create,Ghoulish Gold Gorer,3,Rajang Apoplexy,2,Gold Rajang Pelt+,5,Rajang Heart,1
Drakespirit Hellclaws,dual-blades,Create,Stygian Zinogre Hardhorn,1,Stygian Zinogre Hardclaw,1,Stygian Zinogre Dragonlocks,2,Stygian Zinogre Dragonhold,2
Stygian Bloodclaws,dual-blades,Upgrade,Tempered Dragonhold,3,Stygian Zinogre Hardhorn,2,Stygian Zinogre Hardclaw,5,Stygian Zinogre Skymerald,1
Lightbreak Twins,dual-blades,Create,Brach Obliterator,3,Brach Warhead,1,Indestructible Ebonshell,4,Immortal Reactor,1
Whetfish Sabers,dual-blades,Create,Whetfish Ticket,1,Jyuratodus Shard,2,Jyuratodus Grandfin,1,Eltalite Ore,5
Whetfish Sabers+,dual-blades,Upgrade,Whetfish Ticket,1,Namielle Whisker,3,Flood Sac,3,Conqueror's Seal,1
Guild Palace Sabers,dual-blades,Create,Fest Ticket,2,Amber Hardfang,2,Gracium,5,Purecrystal,1
Royal Savior Daggers,dual-blades,Upgrade,Hero King Coin,1,Namielle Hardclaw,3,Large Elder Dragon Bone,5,Pure Dragon Blood,3
Defender Warhammer I,hammer,Create,Iron Ore,1,,,,,,
Defender Warhammer II,hammer,Upgrade,Anjanath Scale,1,,,,,,
Defender Warhammer III,hammer,Upgrade,Commendation,1,,,,,,
Defender Warhammer IV,hammer,Upgrade,Pink Rathian Scale+,1,,,,,,
Defender Warhammer V,hammer,Upgrade,Immortal Dragonscale,1,,,,,,
Iron Hammer I,hammer,Create,Iron Ore,1,,,,,,
Iron Hammer II,hammer,Upgrade,Iron Ore,2,,,,,,
Iron Hammer III,hammer,Upgrade,Earth Crystal,2,Machalite Ore,2,Iron Ore,5,,
Iron Demon I,hammer,Upgrade,Dragonite Ore,2,Machalite Ore,5,Monster Bone M,2,,
Iron Demon II,hammer,Upgrade,Monster Bone+,2,Dragonite Ore,5,Coral Crystal,2,Machalite Ore,10
Iron Demon III,hammer,Upgrade,Carbalite Ore,8,Dragonite Ore,5,Dragonvein Crystal,2,,
Iron Archdemon I,hammer,Upgrade,Fucium Ore,8,Carbalite Ore,5,Dragonite Ore,10,Dragonvein Crystal,3
Iron Archdemon II,hammer,Upgrade,Elder Dragon Blood,2,Fucium Ore,13,Carbalite Ore,20,Firecell Stone,1
Kurogane I,hammer,Create,Eltalite Ore,6,Carbalite Ore,10,Firecell Stone,2,Purecrystal,1
Kurogane I,hammer,Upgrade,Eltalite Ore,2,Carbalite Ore,4,Spiritvein Crystal,2,Gracium,1
Kurogane II,hammer,Upgrade,Monster Slogbone,3,Eltalite Ore,4,Meldspar Ore,2,Bathycite Ore,2
Kurogane III,hammer,Upgrade,Pure Dragon Blood,3,Eltalite Ore,6,Meldspar Ore,3,Purecrystal,1
Red Bludgeon,hammer,Upgrade,Rathalos Shard,6,Rathalos Cortex,4,Rathalos Fellwing,2,Rath Wingtalon+,4
Huracan Hammer,hammer,Upgrade,Azure Rathalos Shard,6,Azure Rathalos Cortex,4,Azure Rathalos Fellwing,3,Rathalos Mantle,1
Leonid Starcrusher,hammer,Upgrade,Silver Rathalos Shard,8,Silver Rathalos Cortex,6,Silver Rathalos Lash,1,Rath Gleam,2
Nergal Crusher,hammer,Upgrade,Nergigante Talon,3,Nergigante Regrowth Plate,4,Nergigante Tail,2,Nergigante Carapace,2
Obliteration's Footfall,hammer,Upgrade,Xeno'jiiva Horn,2,Nergigante Horn+,5,Nergigante Talon,5,Nergigante Gem,1
Ruinous Obliteration,hammer,Upgrade,Annihilating Greathorn,3,Nergigante Hardclaw,4,Eternal Regrowth Plate,5,Large Elder Dragon Gem,1
Frozen Core,hammer,Upgrade,Legiana Scale,3,Frost Sac,4,Coral Crystal,4,Lightcrystal,3
Frozen Core+,hammer,Upgrade,Legiana Scale+,3,Freezer Sac,4,Dragonvein Crystal,4,Novacrystal,3
Cocytus,hammer,Upgrade,Legiana Wing,3,Freezer Sac,4,Daora Claw+,3,Novacrystal,6
Cocytus+,hammer,Upgrade,Legiana Hardclaw,3,Legiana Shard,4,Legiana Tail Webbing+,1,Gracium,4
Pykrete Punisher,hammer,Upgrade,Conqueror's Seal,1,Obsidian Icetalon,4,Stark Wing,2,Purecrystal,1
Aqua Hammer I,hammer,Upgrade,Earth Crystal,3,Jyuratodus Shell,1,Jyuratodus Scale,3,Aqua Sac,1
Aqua Hammer II,hammer,Upgrade,Dragonite Ore,5,Jyuratodus Fin,3,Jyuratodus Fang,2,Gajau Skin,3
Aqua Hammer III,hammer,Upgrade,Monster Bone+,2,Jyuratodus Fang,4,Coral Crystal,3,Gajau Whisker,3
Water Basher I,hammer,Upgrade,Carbalite Ore,5,Jyuratodus Carapace,2,Jyuratodus Scale+,3,Gajau Scale,5
Water Basher II,hammer,Upgrade,Fucium Ore,5,Jyuratodus Fin+,4,Torrent Sac,3,Grand Gajau Whisker,3
Water Basher III,hammer,Upgrade,Elder Dragon Blood,3,Jyuratodus Fin+,6,Jyuratodus Fang+,5,Wyvern Gem,1
Water Basher IV,hammer,Create,Jyuratodus Grandfin,2,Jyuratodus Hardfang,2,Jyuratodus Shard,6,Large Wyvern Gem,1
Water Basher IV,hammer,Upgrade,Jyuratodus Grandfin,1,Jyuratodus Hardfang,1,Jyuratodus Shard,3,Gajau Thickhide,2
Aqua Flora,hammer,Upgrade,Coral Pukei-Pukei Shard,3,Coral Pukei-Pukei Fellwing,2,Flood Sac,2,Bathycite Ore,2
Aqua Flora+,hammer,Upgrade,Acidic Glavenus Hardfang,2,Monster Solidbone,3,Large Coral Pukei-Pukei Sac,1,Coral Pukei-Pukei Lash,1
Aqua Florescence,hammer,Upgrade,Namielle Hardclaw,4,Pure Dragon Blood,5,Large Coral Pukei-Pukei Sac,2,Purecrystal,1
Glacial Bash I,hammer,Upgrade,Barioth Hardclaw,3,Barioth Cortex,4,Cryo Sac,4,Frozen Bone,3
Glacial Bash II,hammer,Upgrade,Obsidian Icetalon,2,Amber Hardfang,3,Barioth Greatspike,3,Large Wyvern Gem,1
Girros Hammer I,hammer,Upgrade,Great Girros Fang,1,Great Girros Scale,3,Girros Fang,3,,
Girros Hammer II,hammer,Upgrade,Diablos Fang,2,Great Girros Fang,3,Great Girros Hood,2,Paralysis Sac,2
Malady's Fist I,hammer,Upgrade,Great Girros Fang+,3,Great Girros Scale+,5,Great Girros Tail,2,Girros Scale+,6
Malady's Fist II,hammer,Upgrade,Blos Medulla,1,Great Girros Fang+,4,Great Girros Hood+,2,Omniplegia Sac,4
Malady's Fist III,hammer,Upgrade,Vaal Hazak Fang+,2,Great Girros Fang+,5,Great Girros Hood+,3,Bird Wyvern Gem,1
Naaga Matraca I,hammer,Create,Great Girros Hardfang,4,Great Girros Hardhood,2,Ultraplegia Sac,3,Dragonbone Artifact,1
Naaga Matraca I,hammer,Upgrade,Great Girros Hardfang,2,Great Girros Lash,1,Ultraplegia Sac,2,Tough Claw,2
Naaga Matraca II,hammer,Upgrade,Odogaron Hardfang,2,Great Girros Shard,4,Great Girros Hardhood,2,Fey Wyvern Gem,1
Nyx Hammer I,hammer,Upgrade,Nightshade Paolumu Thickfur,3,Paolumu Cortex,2,Nightshade Paolumu Fellwing,2,Torpor Sac,1
Nyx Hammer II,hammer,Upgrade,Black Diablos Chine,2,Nightshade Paolumu Shard,5,Nightshade Paolumu Fellwing,3,Large Wyvern Gem,1
Blooming Hammer I,hammer,Upgrade,Pukei-Pukei Quill,2,Pukei-Pukei Scale,3,Poison Sac,1,,
Blooming Hammer II,hammer,Upgrade,Coral Crystal,3,Pukei-Pukei Sac,2,Pukei-Pukei Shell,3,Pukei-Pukei Tail,1
Blooming Hammer III,hammer,Upgrade,Monster Bone+,2,Pukei-Pukei Quill,4,Pukei-Pukei Sac,2,Poison Sac,2
Buon Fiore,hammer,Create,Pukei-Pukei Wing,4,Pukei-Pukei Sac+,3,Toxin Sac,2,Carbalite Ore,8
Buon Fiore,hammer,Upgrade,Pukei-Pukei Scale+,3,Pukei-Pukei Wing,2,Toxin Sac,2,Quality Bone,3
Buona Flora,hammer,Upgrade,Vaal Hazak Wing,2,Pukei-Pukei Sac+,4,Pukei-Pukei Wing,6,Bird Wyvern Gem,1
Buona Flora+,hammer,Upgrade,Pukei-Pukei Shard,3,Pukei-Pukei Fellwing,2,Deadly Poison Sac,2,Monster Toughbone,2
Buona Florescenza,hammer,Upgrade,Monster Slogbone,3,Rathian Surspike,2,Large Pukei-Pukei Sac,1,Pukei-Pukei Lash,1
Hidden Breaker,hammer,Upgrade,Nargacuga Hardfang,2,Nargacuga Shard,3,Nargacuga Tailspear,2,Meldspar Ore,1
Hidden Breaker+,hammer,Upgrade,Fulgur Anjanath Hardfang,3,Nargacuga Cutwing+,4,Nargacuga Lash,1,Nargacuga Mantle,1
Night Eternal,hammer,Upgrade,Shadowpierce Fang,2,Nargacuga Cutwing+,4,Nargacuga Hardfang,4,Purecrystal,1
Thunder Hammer I,hammer,Upgrade,Dragonite Ore,5,Tobi-Kadachi Electrode,1,Tobi-Kadachi Claw,2,Electro Sac,1
Thunder Hammer II,hammer,Upgrade,Monster Bone+,2,Tobi-Kadachi Electrode,2,Tobi-Kadachi Membrane,2,Coral Crystal,3
Lightning Bash I,hammer,Upgrade,Carbalite Ore,5,Tobi-Kadachi Scale+,4,Tobi-Kadachi Pelt+,3,Vespoid Innerwing,3
Lightning Bash II,hammer,Upgrade,Fucium Ore,5,Tobi-Kadachi Electrode+,2,Tobi-Kadachi Membrane,4,Thunder Sac,3
Lightning Bash III,hammer,Upgrade,Elder Dragon Blood,3,Tobi-Kadachi Electrode+,4,Tobi-Kadachi Claw+,6,Wyvern Gem,1
Lightning Bash IV,hammer,Upgrade,Tobi-Kadachi Hardclaw,1,Tobi-Kadachi Shard,2,Tobi-Kadachi Thickfur,2,Lightning Sac,1
Usurper's Thunder,hammer,Upgrade,Zinogre Hardclaw,3,Zinogre Deathly Shocker,2,Zinogre Cortex,5,Lightning Sac,3
Usurper's Thunder+,hammer,Upgrade,Zinogre Hardhorn,3,Zinogre Electrofur+,4,Fulgurbug,5,Zinogre Skymerald,1
Despot's Crackle,hammer,Upgrade,Spiritvein Solidbone,5,Zinogre Hardhorn,2,Zinogre Deathly Shocker,5,Large Elder Dragon Gem,1
Bone Bludgeon I,hammer,Create,Monster Bone S,1,,,,,,
Bone Bludgeon II,hammer,Upgrade,Monster Bone S,2,,,,,,
Bone Bludgeon III,hammer,Upgrade,Monster Bone M,2,Ancient Bone,1,,,,
Fossil Bludgeon I,hammer,Upgrade,Monster Bone L,1,Monster Bone M,5,Boulder Bone,2,,
Fossil Bludgeon II,hammer,Upgrade,Monster Bone+,2,Monster Bone L,1,Sturdy Bone,4,,
Fossil Bludgeon III,hammer,Upgrade,Monster Keenbone,2,Monster Bone+,2,Quality Bone,2,,
Grandrock I,hammer,Upgrade,Monster Hardbone,4,Monster Keenbone,6,Quality Bone,10,,
Grandrock II,hammer,Upgrade,Elder Dragon Bone,4,Monster Hardbone,6,Quality Bone,20,Dragonbone Relic,1
Earth Ender I,hammer,Create,Thick Bone,6,Quality Bone,8,Monster Toughbone,4,Dragonbone Artifact,1
Earth Ender I,hammer,Upgrade,Thick Bone,2,Quality Bone,4,Monster Hardbone,4,Frozen Bone,1
Earth Ender II,hammer,Upgrade,Monster Solidbone,2,Monster Slogbone,3,Thick Bone,4,Monster Essence,2
Earth Ender III,hammer,Upgrade,Large Elder Dragon Bone,3,Monster Solidbone,4,Thick Bone,6,Dragonbone Artifact,1
Iceshaker,hammer,Upgrade,Crystal Shard,5,Velkhana Hardclaw,3,Velkhana Lash,1,Purecrystal,1
Victorious Northlein,hammer,Upgrade,Shara Ishvalda Tenderclaw,3,Velkhana Crownhorn,4,Velkhana Hardclaw,4,Velkhana Crystal,1
Hazak Vlafos,hammer,Upgrade,Vaal Hazak Talon,4,Vaal Hazak Fang+,5,Deceased Scale,6,Vaal Hazak Membrane,4
Pandemonium's Root,hammer,Upgrade,Xeno'jiiva Veil,3,Vaal Hazak Talon,6,Vaal Hazak Tail,2,Vaal Hazak Gem,1
Pandemonium's Wrath,hammer,Upgrade,Vaal Hazak Hardclaw,3,Shadowpierce Fang,2,Deceased Shard,5,Deathweaver Membrane,3
Pandemonium Unleashed,hammer,Upgrade,Shara Ishvalda Tenderclaw,3,Vaal Hazak Hardclaw,6,Vaal Hazak Flail,1,Large Elder Dragon Gem,1
Bone Spike I,hammer,Upgrade,Wyvern Bonemass,2,Radobaan Scale,4,Sleep Sac,2,,
Bone Spike II,hammer,Upgrade,Monster Bone+,3,Wyvern Bonemass,3,Radobaan Oilshell,2,Radobaan Marrow,1
Baan Strike I,hammer,Create,Radobaan Carapace,4,Radobaan Oilshell,4,Radobaan Medulla,2,Wyvern Gem,1
Baan Strike I,hammer,Upgrade,Radobaan Carapace,4,Radobaan Oilshell,3,Coma Sac,2,Monster Keenbone,3
Baan Strike II,hammer,Upgrade,Monster Hardbone,5,Radobaan Scale+,8,Coma Sac,3,Radobaan Medulla,1
Baan Strike III,hammer,Upgrade,Elder Dragon Bone,5,Radobaan Carapace,6,Coma Sac,4,Wyvern Gem,1
Baan Gavel I,hammer,Upgrade,Radobaan Cortex,2,Radobaan Shard,2,Torpor Sac,1,Monster Toughbone,3
Baan Gavel II,hammer,Upgrade,Monster Solidbone,3,Large Wyvern Bonemass,3,Radobaan Oilshell+,2,Thick Bone,5
Striped Striker,hammer,Upgrade,Tigrex Hardclaw,3,Tigrex Shard,4,Monster Slogbone,3,Thick Bone,5
Striped Striker+,hammer,Upgrade,Blackcurl Stouthorn,2,Tigrex Hardfang,4,Tigrex Lash,1,Tigrex Mantle,1
Tigrex Hammer,hammer,Upgrade,Daora Hardclaw,2,Tigrex Hardfang,2,Tigrex Cortex,4,Pure Dragon Blood,5
Brazenbreak I,hammer,Upgrade,Uragaan Jaw,1,Uragaan Scale+,6,Uragaan Carapace,4,Uragaan Marrow,1
Brazenbreak II,hammer,Upgrade,Teostra Carapace,4,Uragaan Jaw,2,Uragaan Scute,4,Uragaan Ruby,1
Uragaan Hammer I,hammer,Upgrade,Uragaan Jaw+,1,Uragaan Shard,3,Uragaan Cortex,2,Meldspar Ore,2
Uragaan Hammer II,hammer,Upgrade,Acidic Glavenus Hardfang,2,Uragaan Jaw+,1,Uragaan Scute+,2,Uragaan Pallium,1
Scorching Isshata,hammer,Upgrade,Glavenus Hardfang,2,Glavenus Shard,4,Molten Bursa,2,Eltalite Ore,6
Scorching Isshata+,hammer,Upgrade,Ebony Odogaron Hardfang,3,Glavenus Hellshell,4,Glavenus Tailedge,1,Glavenus Mantle,1
Glavenus's Uruga,hammer,Upgrade,Fire Dragon Hardclaw,2,Glavenus Hardfang,5,Glavenus Hellshell,4,Pure Dragon Blood,3
Kulu Beak I,hammer,Upgrade,Kulu-Ya-Ku Beak,1,Kulu-Ya-Ku Hide,2,Kulu-Ya-Ku Scale,3,,
Kulu Beak II,hammer,Upgrade,Radobaan Scale,3,Kulu-Ya-Ku Beak,2,Kulu-Ya-Ku Plume,2,Boulder Bone,3
Kulu Beak III,hammer,Upgrade,Odogaron Claw,2,Kulu-Ya-Ku Beak,2,Kulu-Ya-Ku Plume,4,Warped Bone,3
Crushing Beak I,hammer,Upgrade,Kulu-Ya-Ku Beak+,3,Kulu-Ya-Ku Hide+,4,Kulu-Ya-Ku Scale+,6,,
Crushing Beak II,hammer,Upgrade,Odogaron Claw+,2,Kulu-Ya-Ku Beak+,4,Kulu-Ya-Ku Plume+,3,Brutal Bone,3
Crushing Beak III,hammer,Upgrade,Nergigante Talon,2,Kulu-Ya-Ku Beak+,5,Kulu-Ya-Ku Plume+,4,Bird Wyvern Gem,1
Makhlab al-Nasr I,hammer,Create,Large Kulu-Ya-Ku Beak,2,Kulu-Ya-Ku Thickhide,4,Kulu-Ya-Ku Shard,5,Fey Wyvern Gem,1
Makhlab al-Nasr I,hammer,Upgrade,Large Kulu-Ya-Ku Beak,1,Kulu-Ya-Ku Thickhide,2,Kulu-Ya-Ku Shard,3,Thick Bone,2
Makhlab al-Nasr II,hammer,Upgrade,Nargacuga Hardfang,2,Large Kulu-Ya-Ku Beak,2,Large Kulu-Ya-Ku Plume,3,Monster Slogbone,3
Mammoth Hoof I,hammer,Upgrade,Banbaro Great Horn,1,Banbaro Cortex,2,Banbaro Chine,2,Monster Toughbone,3
Mammoth Hoof II,hammer,Upgrade,Monster Solidbone,4,Banbaro Great Horn,4,Banbaro Lash,1,Dragonbone Artifact,1
Blackwing Deathblow I,hammer,Upgrade,Garuga Shard,3,Garuga Silverpelt,4,Garuga Auricle,2,Fey Wyvern Gem,1
Blackwing Deathblow II,hammer,Upgrade,Scratched Shell,3,Garuga Fellwing,2,Fancy Beak,3,Large Wyvern Gem,1
Diablos Sledge I,hammer,Upgrade,Twisted Horn,1,Diablos Fang,2,Diablos Shell,4,Monster Bone+,3
Diablos Sledge II,hammer,Upgrade,Monster Keenbone,4,Diablos Ridge,4,Diablos Tailcase,2,Diablos Marrow,1
Diablos Shatterer I,hammer,Create,Diablos Cortex,3,Dragonbone Artifact,1,Majestic Horn,3,Wyvern Gem,1
Diablos Shatterer I,hammer,Upgrade,Majestic Horn,3,Diablos Carapace,6,Diablos Ridge+,5,Blos Medulla,1
Diablos Shatterer II,hammer,Upgrade,Nergigante Horn+,2,Black Spiral Horn+,3,Black Diablos Carapace,4,Wyvern Gem,1
Diablos Shatterer III,hammer,Upgrade,Twisted Stouthorn,3,Diablos Cortex,6,Diablos Chine,5,Monster Slogbone,3
Chaos Shatterer,hammer,Upgrade,Blackcurl Stouthorn,3,Black Diablos Cortex,3,Monster Solidbone,3,Large Wyvern Gem,1
Sulfurteinn Alcan,hammer,Upgrade,Acidic Glavenus Hardfang,3,Acidic Glavenus Spineshell,3,Acidic Glavenus Tailedge,1,Honed Acidcryst,4
The Grinding Mallet,hammer,Upgrade,Vaal Hazak Hardclaw,2,Acidic Glavenus Hardfang,4,Acidic Glavenus Spineshell,3,Glavenus Mantle,1
Carapace Sledge I,hammer,Upgrade,Barroth Claw,1,Barroth Shell,3,Barroth Ridge,2,,
Carapace Sledge II,hammer,Upgrade,Dragonite Ore,3,Barroth Claw,2,Barroth Tail,1,Kestodon Shell,3
Carapace Sledge III,hammer,Upgrade,Diablos Shell,3,Barroth Claw,4,Barroth Scalp,2,Monster Bone+,3
Barroth Breaker I,hammer,Create,Barroth Cortex,3,Barroth Crown,1,Barroth Carapace,3,Dragonbone Relic,1
Barroth Breaker I,hammer,Upgrade,Barroth Claw+,2,Barroth Carapace,3,Barroth Ridge+,2,Kestodon Carapace,5
Barroth Breaker II,hammer,Upgrade,Diablos Carapace,3,Barroth Claw+,4,Barroth Carapace,3,Gastodon Carapace,5
Barroth Breaker III,hammer,Upgrade,Nergigante Horn+,1,Barroth Claw+,5,Barroth Ridge+,5,Wyvern Gem,1
Barroth Crusher I,hammer,Upgrade,Barroth Hardclaw,1,Barroth Cortex,2,Barroth Chine,2,Kestodon Husk,2
Barroth Crusher II,hammer,Upgrade,Diablos Cortex,2,Barroth Hardclaw,2,Barroth Crown,1,Monster Slogbone,3
Dios Tailhammer,hammer,Upgrade,Brachydios Crown,2,Brachydios Cortex,4,Glowing Slime,3,Meldspar Ore,3
Brachy Tailhammer,hammer,Upgrade,Distilled Blast Fluid,3,Brachydios Crown,3,Fine Brachydios Ebonshell,4,Brachydios Pallium,1
Blazing Hammer I,hammer,Upgrade,Anjanath Fang,2,Anjanath Scale,3,Flame Sac,1,,
Blazing Hammer II,hammer,Upgrade,Rathalos Marrow,1,Anjanath Fang,4,Anjanath Nosebone,1,Anjanath Tail,1
Anja Striker I,hammer,Upgrade,Anjanath Fang+,4,Anjanath Scale+,5,Inferno Sac,3,Anjanath Plate,1
Anja Striker II,hammer,Upgrade,Rathalos Medulla,2,Anjanath Fang+,5,Anjanath Pelt+,4,Firecell Stone,1
Anja Striker III,hammer,Upgrade,Teostra Mane,2,Anjanath Fang+,6,Anjanath Nosebone+,2,Anjanath Gem,1
Anja Fiercemaul I,hammer,Create,Anjanath Hardfang,2,Anjanath Lash,2,Anjanath Shard,6,Anjanath Mantle,1
Anja Fiercemaul I,hammer,Upgrade,Anjanath Hardfang,1,Anjanath Shard,2,Conflagrant Sac,1,Eltalite Ore,3
Anja Fiercemaul II,hammer,Upgrade,Azure Rathalos Cortex,2,Anjanath Fur,3,Heavy Anjanath Nosebone,2,Anjanath Lash,1
Grinding Fulgur I,hammer,Upgrade,Fulgur Anjanath Hardfang,1,Fulgur Anjanath Shard,2,Monster Solidbone,3,Meldspar Ore,2
Grinding Fulgur II,hammer,Upgrade,Fulgur Anjanath Thickfur,3,Heavy Fulgur Anjanath Nosebone,2,Fulgur Anjanath Lash,1,Lightning Sac,3
Dragonbone Basher I,hammer,Create,Warped Bone,5,Coral Bone,5,Boulder Bone,5,Ancient Bone,5
Dragonbone Basher II,hammer,Upgrade,Monster Bone+,6,Monster Bone L,8,Sturdy Bone,8,,
Dragonbone Basher III,hammer,Upgrade,Elder Dragon Bone,10,Brutal Bone,4,Dragonbone Relic,2,Wyvern Gem,1
Dragonseal Basher I,hammer,Upgrade,Monster Solidbone,3,Monster Slogbone,4,Thick Bone,6,Dragonbone Artifact,1
Dragonseal Hammer II,hammer,Upgrade,Large Elder Dragon Bone,6,Monster Solidbone,4,Lavasioth Grandfin,2,Large Wyvern Gem,1
Dawning Tranquility,hammer,Upgrade,Shara Ishvalda Tenderclaw,4,Shara Ishvalda Tenderscale,6,Shara Ishvalda Tenderplate,2,Shara Ishvalda Gem,1
Magda Floga,hammer,Upgrade,Zorah Magdaros Heat Scale,4,Zorah Magdaros Carapace,8,Zorah Magdaros Magma,4,Zorah Magdaros Gem,1
Ragefire Magda Floga,hammer,Upgrade,Xeno'jiiva Shell,4,Zorah Magdaros Ridge,2,Zorah Magdaros Pleura,2,Firecell Stone,3
Magda Floga Reforged,hammer,Upgrade,Elder Dragonvein Bone,3,Dragonvein Solidbone,5,Heavy Dragonvein Bone,6,Large Elder Dragon Gem,1
Blacksteel Hammer I,hammer,Create,Dragonvein Crystal,10,Earth Crystal,10,Coral Crystal,10,Lightcrystal,1
Blacksteel Hammer II,hammer,Upgrade,Firecell Stone,1,Fucium Ore,5,Carbalite Ore,10,Wyvern Gem,1
Icesteel Hammer,hammer,Upgrade,Daora Claw+,3,Daora Webbing,4,Nergigante Carapace,5,Daora Tail,2
Daora's Colossus,hammer,Upgrade,Xeno'jiiva Wing,2,Daora Horn+,5,Daora Claw+,4,Daora Gem,1
Daora's Hyperborea,hammer,Upgrade,Daora Hardhorn,5,Daora Hardclaw,4,Daora Shard,5,Large Elder Dragon Gem,1
Xeno Maph'agarna,hammer,Upgrade,Xeno'jiiva Claw,4,Xeno'jiiva Shell,6,Xeno'jiiva Tail,2,Xeno'jiiva Gem,1
Jail Hammer,hammer,Create,Hunter King Coin,5,Rathalos Coin,4,Tzitzi Coin,4,Novacrystal,1
Binder Mace,hammer,Upgrade,Ace Hunter Coin,5,Brute Coin,4,Flying Coin,4,Wyvern Gem,2
Binding Coffin,hammer,Upgrade,Hero King Coin,1,Glavenus Coin,2,Nargacuga Coin,2,Banbaro Coin,2
Devil's Due,hammer,Create,Deviljho Scale,6,Deviljho Talon,2,Deviljho Tallfang,3,Deviljho Saliva,2
Devil's Crush,hammer,Upgrade,Elder Dragon Blood,5,Deviljho Scalp,2,Deviljho Tallfang,5,Deviljho Gem,1
Consummate Hammer,hammer,Upgrade,Vile Fang,3,Deviljho Ripper,2,Black Blood,3,Deviljho Crook,1
Empress Mace,hammer,Create,Lunastra Scale+,4,Lunastra Horn,3,Lunastra Mane,3,Lunastra Gem,1
"Empress Mace ""Blaze""",hammer,Upgrade,Research Commission Ticket,1,Lunastra Horn,2,Teostra Horn+,3,Bazelgeuse Gem,1
"Soulfire Heel ""Blaze""",hammer,Upgrade,Lunastra Shard,4,Lunastra Hardhorn,4,Lunastra Mane+,4,Large Elder Dragon Gem,1
"Empress Mace ""Ruin""",hammer,Upgrade,Research Commission Ticket,1,Lunastra Wing,3,Nergigante Horn+,3,Nergigante Gem,1
"Soulfire Heel ""Ruin""",hammer,Upgrade,Lunastra Shard,4,Annihilating Greathorn,3,Eternal Regrowth Plate,3,Large Elder Dragon Gem,1
"Empress Mace ""Styx""",hammer,Upgrade,Research Commission Ticket,1,Lunastra Tail,2,Xeno'jiiva Horn,3,Xeno'jiiva Gem,1
"Soulfire Heel ""Styx""",hammer,Upgrade,Lunastra Shard,5,Lunastra Lash,1,Elder Spiritvein Bone,6,Large Elder Dragon Gem,1
Mane Malice,hammer,Create,Rajang Hardhorn,1,Rajang Hardclaw,1,Rajang Hardfang,2,Rajang Wildpelt,2
Mane Malice Rajang,hammer,Upgrade,Tempered Glimmerpelt,3,Rajang Hardhorn,3,Rajang Hardfang,7,Gold Rajang Pelt+,3
Demonlord Sledge,hammer,Create,Ghoulish Gold Gorer,3,Rajang Apoplexy,2,Gold Rajang Pelt+,5,Rajang Heart,1
