name_en,description_en,name_ja,description_ja,name_fr,description_fr,name_it,description_it,name_de,description_de,name_es,description_es,name_pt,description_pt,name_pl,description_pl,name_ru,description_ru,name_ko,description_ko,name_zh,description_zh,name_ar,description_ar
Mushroomancer,Lets you digest mushrooms that would otherwise be inedible and gain their advantageous effects.,キノコ大好き,普段は食べられないキノコが 食べられるようになり、有効な 効果を得られるようになる。,Mycologue extrême,Permet de digérer des champignons non comestibles pour bénéficier de leurs effets positifs.,Fungomante,Consente di digerire funghi non commestibili e di trarne effetti benefici.,Mykologie,"Erlaubt die Verdauung von Pilzen, die sonst ungenießbar wären, wodurch du deren Bonuseffekte erhältst.",Experto en setas,Te permite digerir setas no comestibles y beneficiarte de sus efectos.,Cogumelaria,Permite a digestão de cogumelos intragáveis e a obtenção de seus efeitos vantajosos.,Grzybomanta,"Pozwala ci trawić grzyby, które normalnie są niejadalne, i uzyskać ich korzystne efekty.",Владыка грибов,Позволяет переваривать несъедобные грибы и получать от них положительные эффекты.,버섯 애호가,평소에는 먹을 수 없는 버섯을 먹을 수 있게 되어 좋은 효과를 얻을 수 있다.,最愛菇類,平常無法食用的菇類， 現在可口了。 也因此能取得有效的效果。,آكل الفطر,تسمح لك بهضم الفطر الذي لولا ذلك يكون غير قابل للأكل وربح تأثيراته المتميزة.
Master Fisher,Improves your skill at fishing.,釣り名人,釣りが上手になるスキル。,Maître de la pêche,Augmente votre habileté à la pêche.,Mastro pescatore,Migliora la tua abilità nella pesca.,Meisterfischer,Verbessert dein Angelgeschick.,Experto en pesca,Mejora tu habilidad al pescar.,Mestre de Pescaria,Melhora sua habilidade com pescaria.,Mistrz Rybołówstwa,Poprawia twoje umiejętności w zakresie łowienia ryb.,Мастер-рыбак,Улучшает навык рыбалки.,낚시 명인,낚시를 잘하게 되는 스킬.,釣魚名人,變得擅長釣魚的技能。,صيّاد السمك المُعلّم,تحسّن من مهارة صيد السمك.
Pro Transporter,Increases your speed while transporting items and decreases the likelihood of dropping them.,運搬の達人,運搬時の移動速度が上がり、 ある程度の高所から飛び降りても 運搬物を落とさなくなる。,Pro du transport,Augmente la vitesse de déplacement lors du transport des objets et réduit le risque de les lâcher.,Super portatore,Rende più veloci quando si trasportano oggetti e riduce la probabilità di perderli.,Profikurier,Du bist beim Transportieren von Objekten schneller und lässt sie seltener fallen.,Experto en transporte,Aumenta tu velocidad cuando transportas objetos y disminuye la probabilidad de que se caigan.,Transporte Profissional,Aumenta a velocidade ao transportar itens e diminui a probabilidade de perdê-los.,Profesjonalny Tragarz,"Zwiększa twoją szybkość, kiedy transportujesz przedmioty, i zmniejsza prawdopodobieństwo tego, że je upuścisz.",Перевозчик профи,Ускоряет переноску предметов и снижает риск уронить их.,운반의 달인,"운반 시 이동 속도가 증가하고, 어느 정도 높은 곳에서 뛰어내려도 운반 중인 물건을 떨어뜨리지 않는다.",搬運達人,搬運時的移動速度會上升， 且即使從某種程度的高度往下跳， 搬運的物品也不會掉落。,الناقل المحترف,تزيد من سرعتك أثناء نقل العناصر وتقلل من احتمالية إسقاطها.
Master Gatherer,"Allows you to gather more quickly, and also prevents attacks from knocking you back while gathering.",採集の達人,採集行動の速度が速くなり、 行動中に攻撃を受けても のけぞらなくなる。,Prince de la cueillette,Accélère la collecte et empêche les chutes pendant les collectes.,Mastro raccoglitore,Accelera la raccolta e previene le respinte mentre raccogli.,Meistersammler,"Beschleunigt das Sammeln und verhindert Angriffe, wenn du dabei zurückgestoßen wirst.",Experto en recolección,Hace que extraer recursos sea más rápido y además evita que te derriben mientras extraes.,Mestre de Coleta,Evita quedas por ataques ao coletar itens. Também permite uma coleta mais rápida.,Mistrz Zbieractwa,Pozwala zbierać zasoby szybciej i zapobiega odepchnięciom w wyniku ataku podczas zbierania zasobów.,Мастер-сборщик,Ускоряет сбор и защищает от сбивающих атак в процессе.,채집의 달인,"채집 행동의 속도가 빨라지고, 행동 중에 공격을 받아도 움츠리지 않게 된다.",採集達人,採集行動的速度加快， 行動中即使遭受攻擊， 也不會後仰。,الجامع المُعلّم,تسمح لك بالجمع أسرع وتمنع الهجمات من إطاحتك إلى الخلف أثناء الجمع.
Honey Hunter,Increases the quantity of honey you receive when gathering in the field.,ハニーハンター,フィールドでハチミツを 採取した時の取得数が増える。,Amoureux du miel,Augmente la quantité de miel obtenue lors des collectes.,Goloso di miele,Incrementa la quantità di miele che ottieni raccogliendo durante una missione.,Honigjäger,"Erhöht die Menge an Honig, die du beim Sammeln erhältst.",Experto en miel,Aumenta la cantidad de miel que recibes al recolectar.,Caçador de Mel,Aumenta a quantidade de mel recebida ao coletar em campo.,Łowca Miodu,"Zwiększa ilość miodu, który otrzymujesz, kiedy zbierasz go w terenie.",Охотник за медом,Увеличивает количество собираемого меда.,허니 헌터,필드에서 벌꿀을 채취했을 때의 취득 수가 증가한다.,蜂蜜獵人,增加在原野 採集蜂蜜的取得數。,صيّاد العسل,تزيد من كمية العسل المتلقى عند التجميع من الحقل.
Carving Pro,Prevents knockback from attacks while carving.,剥ぎ取り鉄人,剥ぎ取り中に攻撃を受けても のけぞらなくなる。,Expert en dépeçage,Empêche les chutes pendant les dépeçages en cas d'attaque.,Esperto di ricavo,Previene le respinte causate dagli attacchi mentre ricavi.,Zerleger-Profi,"Verhindert, dass du beim Zerlegen durch Angriffe zurückgeworfen wirst.",Experto en despiece,Evita que te derriben mientras cortas partes de monstruos.,Profissional de Talho,Evita quedas por ataques ao talhar.,Spec od Wycinania,Zapobiega odepchnięciom w wyniku ataku podczas wycinania części potworów.,Профи разделки,Не дает сбить вас с ног во время разделки туш.,갈무리 철인,갈무리 도중에 공격을 받아도 움츠리지 않는다.,剝取鐵人,剝取中即使遭受攻擊， 也不會後仰。,محترف التقطيع,تمنع التراجع عن الهجمات أثناء التقطيع.
Divine Blessing,Has a predetermined chance of reducing the damage you take.,精霊の加護,プレイヤーが受けるダメージを 一定確率で減少させる。,Bénédiction,A une chance prédéfinie de réduire les dégâts que vous subissez.,Angelo custode,Fornisce una probabilità predefinita di ridurre i danni subiti.,Göttlicher Segen,Verringert den von dir erlittenen Schaden mit einer bestimmten Wahrscheinlichkeit.,Protección divina,Posibilidad predeterminada de reducir el daño que recibes.,Bênção Divina,Há uma chance predeterminada de reduzir o dano recebido.,Boskie Błogosławieństwo,"Daje odgórnie ustaloną szansę na zmniejszenie obrażeń, które otrzymujesz.",Божеств. благословение,Дает предопределенный шанс снизить получаемый урон.,정령의 가호,플레이어가 받는 데미지를 일정 확률로 감소시킨다.,精靈加護,一定機率減少 玩家受到的傷害。,المباركة المقدسة,تمنح فرصة محددة سلفًا لتقليل تأثير الضرر الذي يصيبك.
Palico Rally,Powers up Palicoes.,オトモへの采配,オトモの攻撃力と防御力が 強化される。,Esprit Palico,Augmente la puissance des Palicos.,Gregario,Potenzia i compagni.,Palico-Versammlung,Stärkt Palicos.,Mejora de camarada,Fortalece a los camaradas.,Reunir Amigatos,Fortalece Amigatos.,Mobilizacja Koleżkotów,Wzmacnia koleżkoty.,Сбор палико,Усиляет палико.,동반자 지휘,동반자의 공격력과 방어력이 강화된다.,指示隨從,強化隨從的 攻擊力與防禦力。,حشد باليكو,زيادة قوة الباليكو
Botanist,Increases the quantity of herbs and other consumable items you gather.,植生学,薬草など、消費アイテムの取得数が 増える。,Botaniste,Augmente la quantité d'herbes et d'objets utilisables que vous récoltez.,Botanico,Incrementa la quantità di erbe e altri oggetti consumabili ricevuti.,Botaniker,"Erhöht die Menge an Kräutern und anderen Verbrauchsobjekten, die du sammelst.",Experto en recursos,Aumenta la cantidad de las hierbas y otros objetos de consumo que recibes al extraer recursos.,Botânica,Aumenta a quantidade de ervas e outros itens consumíveis recebidos ao coletar.,Botanik,"Zwiększa liczbę ziół i innych przedmiotów jednorazowych, które otrzymujesz podczas zbierania.",Ботаник,Повышает качество трав и других собранных расходуемых предметов.,식생학,"약초 등, 소비 아이템의 취득 수가 증가한다.",植生學,增加藥草等、消耗道具的 取得數。,عالمة النبات,تزيد من كمية الأعشاب والعناصر الاستهلاكية الأخرى التي تجمعها.
Geologist,Increases the number of times you can use a gathering point.,地質学,採取ポイントの採取回数が増える。,Géologiste,Augmente le nombre de collectes possibles sur les différents sites de collecte.,Geologo,Incrementa il numero di utilizzi di ciascun punto di raccolta.,Geologe,Lässt dich häufiger an einem Sammelplatz sammeln.,Experto en minerales,Aumenta la cantidad de veces que puedes recolectar de un punto de recolección.,Geologia,Aumenta o número de vezes que você pode usar um ponto de coleta.,Geolog,Pozwala korzystać z punktu pozyskiwania zasobów więcej razy.,Геолог,Дает собрать материалы из точки сбора еще один раз.,지질학,채취 포인트의 채취 횟수가 증가한다.,地質學,增加採集點的採集次數。,الجيولوجي,تزيد عدد مرات استخدام نقاط التجمع.
Maximum Might,Increases affinity as long as stamina is kept full for a period of time.,渾身,スタミナゲージが満タンの状態を しばらく維持していると、 会心率が上がる。,Corps et âme,Augmente l'affinité tant que l'endurance est à son maximum pendant un certain temps.,Massima potenza,Incrementa l'affinità quando la resistenza è al massimo per un certo periodo di tempo.,Höchstmacht,"Erhöht die Affinität, solange der Ausdauerbalken für eine bestimmte Zeit voll ist.",Bonus de afinidad,Aumenta la afinidad mientras la resistencia esté llena durante cierto tiempo.,Poder Máximo,Aumenta a afinidade se o vigor ficar cheio por um tempo.,Maksymalna Moc,"Zwiększa zgodność, kiedy wytrzymałość jest pełna przez pewien czas.",Максимальное могущество,На некоторое время увеличивает мастерство при полной выносливости.,혼신,스태미나 게이지가 가득 찬 상태를 잠시 유지하고 있으면 회심률이 오른다.,精神抖擻,維持耐力計量表全滿狀態一段時間後， 會心率會上升。,القوة القصوى,تزيد النسبة ما دامت قوة التحمل كاملة لفترة من الزمن.
