name_en,description_en,name_ja,description_ja,name_fr,description_fr,name_it,description_it,name_de,description_de,name_es,description_es,name_pt,description_pt,name_pl,description_pl,name_ru,description_ru,name_ko,description_ko,name_zh,description_zh,name_ar,description_ar
Jyuratodus Shell,"Jyuratodus material. Mostly obtained as a reward. Hardy, used to craft gear.",泥魚竜の甲殻,ジュラトドスの素材。 主に報酬で入手できる。 丈夫な材質で防具によく使われる。,Carapace Jyuratodus,"Matériau Jyuratodus. Résistant, utilisé pour les armures. (Récompense de quête)",Jyuratodus: corazza,"Materiale di Jyuratodus. Spesso ottenuto tramite le ricompense. Compatto, usato in molte armature.",Jyuratodus-Panzer,"Jyuratodus-Material, meist als Belohnung erhalten. Hart, für die Herstellung von Ausrüstung.",Caparazón de Jyuratodus,"Material de Jyuratodus, obtenido sobre todo como recompensa. Robusto, parte de muchas armas.",Casco de Jyuratodus,"Material de Jyuratodus. Obtido principalmente como prêmio. Robusto, usado para criar equipamentos.",Skorupa Jyuratodusa,"Materiał z Jyuratodusa. Zdobywany głównie w nagrodę. Twardy, służy do wyrobu wyposażenia.",Шкура юратода,Животное сырье. Источник: награждение. Твердый материал для снаряжения.,이어룡의 갑각,쥬라토도스의 소재. 주로 보수로 입수할 수 있다. 재질이 튼튼해서 방어구에 주로 사용된다.,泥魚龍的甲殼,泥魚龍的素材。 主要經由報酬獲得。 材質堅實，常用於防具上。,درع جيوراتودوس,من مواد جيوراتودوس. يتم الحصول عليه في الأغلب كمكافأة. قوي، ويُستخدم في صناعة العتاد.
Jyuratodus Fang,"Jyuratodus material. Obtained by breaking its head. Sharp, used in many weapons.",泥魚竜の牙,ジュラトドスの素材。 頭部の部位破壊で入手しやすい。 鋭い材質で、武器によく使われる。,Croc Jyuratodus,"Matériau Jyuratodus. Très acéré, utilisé pour les armes. (Destruction de la tête)",Jyuratodus: zanna,"Materiale di Jyuratodus. Ottenuto rompendone la testa. Affilato, usato in molte armi.",Jyuratodus-Reißzahn,"Jyuratodus-Material, erhalten durch das Brechen seines Kopfs. Scharf, für viele Waffen verwendet.",Colmillo de Jyuratodus,"Material de Jyuratodus, obtenido al romperle el cráneo. Afilado y útil para crear armas.",Presa de Jyuratodus,"Material de Jyuratodus. Obtida ao quebrar sua cabeça. Afiada, usada em muitas armas.",Kieł Jyuratodusa,"Materiał z Jyuratodusa. Zdobywany przez rozbicie mu głowy. Ostry, często stosowany w broni.",Клык юратода,Животное сырье. Источник: голова животного. Из-за остроты используется в оружии.,이어룡의 어금니,쥬라토도스의 소재. 머리 부위 파괴로 입수하기 쉽다. 재질이 날카롭고 무기에 잘 사용된다.,泥魚龍的牙,泥魚龍的素材。 容易經由破壞頭部部位獲得。 材質銳利，常用於武器上。,ناب جيوراتودوس,من مواد جيوراتودوس. يمكن الحصول عليه بكسر رأسه. حاد، ويُستخدم في أسلحة متعددة.
Jyuratodus Fin,Jyuratodus material. Obtained by breaking its back. Used for many purposes.,泥魚竜のヒレ,ジュラトドスの素材。 背中の部位破壊から入手しやすい。 用途の幅広い、応用性のある材質。,Nageoire Jyuratodus,Matériau Jyuratodus. Sert à de nombreux usages. (Destruction du dos),Jyuratodus: pinna,Materiale di Jyuratodus. Ottenuto rompendone il dorso. Dai molteplici usi.,Jyuratodus-Flosse,"Jyuratodus-Material, erhalten durch das Brechen seines Rückens. Wird vielseitig verwendet.",Aleta de Jyuratodus,"Material de Jyuratodus, obtenido al romperle el lomo. Tiene muchas propiedades.",Barbatana de Jyuratodus,Material de Jyuratodus. Obtida ao quebrar seu dorso. Usada para muitos fins.,Płetwa Jyuratodusa,Materiał z Jyuratodusa. Uzyskiwany przez połamanie mu grzbietu. Ma wiele zastosowań.,Плавник юратода,Животное сырье. Источник: хребет животного Используется для разных целей.,이어룡의 지느러미,쥬라토도스의 소재. 등의 부위 파괴로 입수하기 쉽다. 폭넓은 용도와 응용성을 갖춘 재질.,泥魚龍的鰭,泥魚龍的素材。 容易經由破壞背部部位獲得。 是用途廣泛、應用性佳的材質。,زعنفة جيوراتودوس,من مواد جيوراتودوس. يمكن الحصول عليها بكسر ظهره. تُستخدم في أغراض متعددة.
Jyuratodus Scale+,Rare Jyuratodus material. Mostly obtained by carving. Used for many purposes.,泥魚竜の上鱗,ジュラトドスの上位素材。 主に剥ぎ取りで入手できる。 用途の幅広い、汎用的な材質。,Écaille Jyuratodus +,Matériau Jyuratodus rare. Sert à de nombreux usages. (Dépeçage),Jyuratodus: scaglia+,Materiale raro di Jyuratodus. Spesso ottenuto tramite il ricavo. Dai molteplici usi.,Jyuratodus-Schuppe+,"Seltenes Jyuratodus-Material, meist durch Zerlegen erhalten. Wird vielseitig verwendet.",Escama de Jyuratodus+,"Raro material de Jyuratodus, obtenido sobre todo cortándolo tras abatirlo. Tiene muchas propiedades.",Escama de Jyuratodus+,Material raro de Jyuratodus. Obtida principalmente ao talhar. Usada para muitos fins.,Łuska Jyuratodusa+,Rzadki materiał z Jyuratodusa. Zdobywany głównie przez wycięcie. Ma wiele zastosowań.,Чешуя юратода+,Редкое животное сырье. Источник: разделка туш. Используется для разных целей.,이어룡의 비늘+,쥬라토도스의 상위 소재. 주로 갈무리로 입수할 수 있다. 폭넓은 용도와 범용성을 지닌 재질.,泥魚龍的上鱗,泥魚龍的進階素材。 主要經由剝取獲得。 是用途廣泛、泛用性佳的材質。,قشرة جيوراتودوس+,من مواد جيوراتودوس النادرة. يمكن الحصول عليها بالتقطيع. تُستخدم في أغراض متعددة.
Jyuratodus Carapace,"Rare Jyuratodus material. Mostly obtained as a reward. Hardy, used to craft gear.",泥魚竜の堅殻,ジュラトドスの上位素材。 主に報酬で入手できる。 丈夫な材質で防具によく使われる。,Cuirasse Jyuratodus,"Matériau Jyuratodus rare. Résistant, utilisé pour les armures. (Récompense de quête)",Jyuratodus: carapace,"Materiale raro di Jyuratodus. Spesso ottenuto tramite le ricompense. Compatto, usato in molte armature.",Jyuratodus-Rückenpanzer,"Seltenes Jyuratodus-Material, meist als Belohnung erhalten. Hart, für die Herstellung von Ausrüstung.",Coraza de Jyuratodus,"Raro material de Jyuratodus, obtenido sobre todo como recompensa. Robusto, parte de muchas armas.",Carapaça de Jyuratodus,"Material raro de Jyuratodus. Obtida principalmente como prêmio. Robusta, usada para criar equipamentos.",Karapaks Jyuratodusa,"Rzadki materiał z Jyuratodusa. Zdobywany głównie w nagrodę. Twardy, służy do wyrobu wyposażenia.",Панцирь юратода,Редкое животное сырье. Источник: награждение. Твердый материал для снаряжения.,이어룡의 견갑각,쥬라토도스의 상위 소재. 주로 보수로 입수할 수 있다. 재질이 튼튼해서 방어구에 주로 사용된다.,泥魚龍的堅殼,泥魚龍的進階素材。 主要經由報酬獲得。 材質堅實，常用於防具上。,درقة جيوراتودوس,من مواد جيوراتودوس النادرة. يتم الحصول عليها غالبًا كمكافأة. قوية، وتُستخدم في صناعة العتاد.
Jyuratodus Fang+,"Rare Jyuratodus material. Obtained by breaking its head. Sharp, used in many weapons.",泥魚竜の鋭牙,ジュラトドスの上位素材。 頭部の部位破壊で入手しやすい。 鋭い材質で、武器によく使われる。,Croc Jyuratodus +,"Matériau Jyuratodus rare. Très acéré, utilisé pour les armes. (Destruction de la tête)",Jyuratodus: zanna+,"Materiale raro di Jyuratodus. Ottenuto rompendone la testa. Affilato, usato in molte armi.",Jyuratodus-Reißzahn+,"Seltenes Jyuratodus-Material, durch das Brechen des Kopfs erhalten. Scharf, für viele Waffen verwendet.",Colmillo de Jyuratodus+,"Raro material de Jyuratodus, obtenido al romperle el cráneo. Afilado y útil para crear armas.",Presa de Jyuratodus+,"Material raro de Jyuratodus. Obtida ao quebrar sua cabeça. Afiada, usada em muitas armas.",Kieł Jyuratodusa+,"Rzadki materiał z Jyuratodusa. Zdobywany przez rozbicie mu głowy. Ostry, często stosowany w broni.",Клык юратода+,Редкое животное сырье. Источник: голова животного. Из-за остроты используется в оружии.,이어룡의 어금니+,쥬라토도스의 상위 소재. 머리 부위 파괴로 입수하기 쉽다. 재질이 날카롭고 무기에 잘 사용된다.,泥魚龍的銳牙,泥魚龍的進階素材。 容易經由破壞頭部部位獲得。 材質銳利，常用於武器上。,ناب جيوراتودوس+,من مواد جيوراتودوس النادرة. يمكن الحصول عليه بكسر رأسه. حاد، ويُستخدم في أسلحة متعددة.
Jyuratodus Fin+,Rare Jyuratodus material. Obtained by breaking its back. Used for many purposes.,泥魚竜の上ヒレ,ジュラトドスの上位素材。 背中の部位破壊から入手しやすい。 用途の幅広い、応用性のある材質。,Nageoire Jyuratodus +,Matériau Jyuratodus rare. Sert à de nombreux usages. (Destruction du dos),Jyuratodus: pinna+,Materiale raro di Jyuratodus. Ottenuto rompendone il dorso. Dai molteplici usi.,Jyuratodus-Flosse+,"Seltenes Jyuratodus-Material, erhalten durch das Brechen seines Rückens. Wird vielseitig verwendet.",Aleta de Jyuratodus+,"Raro material de Jyuratodus, obtenido al romperle el lomo. Tiene muchas propiedades.",Barbatana de Jyuratodus+,Material raro de Jyuratodus. Obtida ao quebrar seu dorso. Usada para muitos fins.,Płetwa Jyuratodusa+,Rzadki materiał z Jyuratodusa. Uzyskiwany przez połamanie mu grzbietu. Ma wiele zastosowań.,Плавник юратода+,Редкое животное сырье. Источник: хребет животного Используется для разных целей.,이어룡의 지느러미+,쥬라토도스의 상위 소재. 등의 부위 파괴로 입수하기 쉽다. 폭넓은 용도와 응용성을 갖춘 재질.,泥魚龍的上鰭,泥魚龍的進階素材。 容易經由破壞背部部位獲得。 是用途廣泛、應用性佳的材質。,زعنفة جيوراتودوس+,من مواد جيوراتودوس النادرة. يمكن الحصول عليها بكسر ظهره. تُستخدم في أغراض متعددة.
Tobi-Kadachi Scale,Tobi-Kadachi material. Mostly obtained by carving. Broadly used for many purposes.,飛雷竜の鱗,トビカガチの素材。 主に剥ぎ取りで入手できる。汎用性 が高く、幅広い用途に使われる。,Écaille Tobi-Kadachi,Matériau Tobi-Kadachi. Sert à de nombreux usages. (Dépeçage),Tobi-Kadachi: scaglia,Materiale di Tobi-Kadachi. Spesso ottenuto tramite il ricavo. Dall'ampio utilizzo.,Tobi-Kadachi-Schuppe,"Tobi-Kadachi-Material, meist durch Zerlegen erhalten; für eine Vielzahl von Dingen verwendet.",Escama de Tobi-Kadachi,Material de Tobi-Kadachi. Obtenido sobre todo cortándolo tras abatirlo. Tiene usos muy diversos.,Escama de Tobi-Kadachi,Material de Tobi-Kadachi. Obtida principalmente ao talhar. Usada amplamente para muitos fins.,Łuska Tobi-Kadachi,Materiał z Tobi-Kadachi. Zdobywany głównie przez wycięcie. Ma wiele zastosowań.,Чешуя тоби-кадачи,Животное сырье. Источник: разделка туш. Используется для разных целей.,비뢰룡의 비늘,토비카가치의 소재. 주로 갈무리로 입수할 수 있다. 범용성이 높아서 폭넓은 용도로 사용된다.,飛雷龍的鱗,飛雷龍的素材。 主要經由剝取獲得。 泛用性高、用途廣泛。,قشرة توبي-كاداتشي,من مواد توبي-كاداتشي. يتم الحصول عليها في الأغلب بالتقطيع. تُستخدم بصورة واسعة في أغراض متعددة.
Tobi-Kadachi Pelt,"Tobi-Kadachi material. Mostly obtained as a reward. Highly thunder-resistant, used to craft gear.",飛雷竜の毛皮,トビカガチの素材。 主に報酬で入手できる。雷耐性の 高い材質で防具によく使われる。,Pelage Tobi-Kadachi,Matériau Tobi-Kadachi. Très résistant à la foudre. (Récompense de quête),Tobi-Kadachi: pelle,Materiale di Tobi-Kadachi. Spesso ottenuto tramite le ricompense. Molto resistente al tuono.,Tobi-Kadachi-Pelz,"Tobi-Kadachi-Material, meist als Belohnung erhalten. Sehr widerstandsfähig gegen Donner.",Piel de Tobi-Kadachi,"Material de Tobi-Kadachi, obtenido sobre todo como recompensa. Muy resistente al rayo.",Pelica de Tobi-Kadachi,"Material de Tobi-Kadachi. Obtida normalmente como prêmio. Resistente a raio, usada em equipamentos.",Skórka Tobi-Kadachi,Materiał z Tobi-Kadachi. Zdobywany głównie w nagrodę. Bardzo odporny na pioruny. Do wyrobu wyposażenia.,Шкура тоби-кадачи,Животное сырье. Источник: награждение. Дает мощную защиту от грозы.,비뢰룡의 모피,토비카가치의 소재. 주로 보수로 입수할 수 있다. 번개 내성이 높은 재질로 방어구에 잘 사용된다.,飛雷龍的毛皮,飛雷龍的素材。 主要經由報酬獲得。 雷耐性高的材質，常用於防具上。,فراء توبي-كاداتشي,من مواد توبي-كاداتشي. غالبًا يتم الحصول عليه كمكافأة. شديد المقاومة للرعد، ويُستخدم في صناعة العتاد.
Tobi-Kadachi Membrane,"Tobi-Kadachi material. Mostly obtained by carving. Supple, used to craft gear.",飛雷竜の皮膜,トビカガチの素材。 主に剥ぎ取りで入手できる。 柔軟な材質で防具によく使われる。,Membrane Tobi-Kadachi,Matériau Tobi-Kadachi. Souple et résistant. (Dépeçage),Tobi-Kadachi: membrana,"Materiale di Tobi-Kadachi. Spesso ottenuto tramite il ricavo. Flessibile, usato nelle armature.",Tobi-Kadachi-Membran,"Tobi-Kadachi-Material, meist durch Zerlegen erhalten; biegsam, für Ausrüstung verwendet.",Membrana de Tobi-Kadachi,"Material de Tobi-Kadachi, obtenido sobre todo cortándolo tras abatirlo. Flexible, muy práctico para equipo.",Membrana de Tobi-Kadachi,"Material de Tobi-Kadachi. Obtida principalmente ao talhar. Flexível, usada para criar equipamentos.",Błona Tobi-Kadachi,"Materiał z Tobi-Kadachi. Głównie uzyskiwany przez wycięcie. Miękki, służy do wyrobu wyposażenia.",Мембрана тоби-кадачи,Животное сырье. Источник: разделка туш. Мягкий материал для снаряжения.,비뢰룡의 피막,토비카가치의 소재. 주로 갈무리로 입수할 수 있다. 재질이 유연하며 방어구에 주로 사용된다.,飛雷龍的皮膜,飛雷龍的素材。 主要經由剝取獲得。 材質柔軟，常用於防具上。,غشاء توبي-كاداتشي,من مواد توبي-كاداتشي. يمكن الحصول عليه بالتقطيع. مرن، ويُستخدم في صناعة العتاد.
